bootstrap_iteration,logistic_regression_selected_success_rate,random_forest_selected_success_rate,random_forest_minus_logistic_regression
43,0.39959839357429716,0.40896921017402943,0.009370816599732268
44,0.42168674698795183,0.43105756358768405,0.009370816599732212
45,0.41566265060240964,0.4263721552878179,0.010709504685408266
46,0.40829986613119146,0.4210174029451138,0.012717536813922348
47,0.4203480589022758,0.42971887550200805,0.009370816599732268
48,0.4069611780455154,0.43373493975903615,0.02677376171352075
49,0.39959839357429716,0.4263721552878179,0.02677376171352075
50,0.39022757697456495,0.3989290495314592,0.00870147255689424
51,0.41566265060240964,0.4170013386880857,0.0013386880856760541
52,0.41633199464524767,0.4404283801874163,0.02409638554216864
53,0.4069611780455154,0.4243641231593039,0.01740294511378848
54,0.39759036144578314,0.40896921017402943,0.011378848728246294
55,0.40829986613119146,0.4203480589022758,0.01204819277108432
56,0.4210174029451138,0.42570281124497994,0.004685408299866134
57,0.39357429718875503,0.3989290495314592,0.005354752342704161
58,0.3908969210174029,0.4002677376171352,0.009370816599732268
59,0.3708165997322624,0.3888888888888889,0.01807228915662651
60,0.4042838018741633,0.40562248995983935,0.0013386880856760541
61,0.41164658634538154,0.4190093708165997,0.007362784471218187
62,0.4190093708165997,0.43708165997322623,0.01807228915662651
63,0.40963855421686746,0.42704149933065594,0.01740294511378848
64,0.3989290495314592,0.4103078982597055,0.011378848728246294
65,0.41365461847389556,0.4149933065595716,0.0013386880856760541
66,0.4170013386880857,0.4330655957161981,0.016064257028112428
67,0.40227576974564927,0.41967871485943775,0.01740294511378848
68,0.39558232931726905,0.4203480589022758,0.024765729585006724
69,0.4223560910307898,0.4250334672021419,0.0026773761713521083
70,0.41298527443105754,0.4357429718875502,0.022757697456492643
71,0.39759036144578314,0.4183400267737617,0.02074966532797856
72,0.42904953145917,0.42570281124497994,-0.00334672021419008
73,0.40562248995983935,0.41967871485943775,0.014056224899598402
74,0.3969210174029451,0.4042838018741633,0.007362784471218187
75,0.40963855421686746,0.41566265060240964,0.006024096385542188
76,0.392235609103079,0.40227576974564927,0.010040160642570295
77,0.42904953145917,0.42704149933065594,-0.002008032128514081
78,0.39424364123159306,0.4002677376171352,0.0060240963855421326
79,0.41164658634538154,0.41633199464524767,0.004685408299866134
80,0.4009370816599732,0.4036144578313253,0.0026773761713521083
81,0.4062918340026774,0.41967871485943775,0.013386880856760375
82,0.3855421686746988,0.40829986613119146,0.022757697456492643
83,0.42168674698795183,0.42771084337349397,0.0060240963855421326
84,0.3989290495314592,0.4042838018741633,0.0053547523427041055
85,0.3895582329317269,0.3969210174029451,0.007362784471218187
86,0.40829986613119146,0.41967871485943775,0.011378848728246294
87,0.40963855421686746,0.41566265060240964,0.006024096385542188
88,0.41365461847389556,0.42904953145917,0.015394912985274456
89,0.40227576974564927,0.42302543507362783,0.02074966532797856
90,0.4190093708165997,0.4149933065595716,-0.004016064257028107
91,0.4029451137884873,0.41967871485943775,0.016733601070950455
92,0.4036144578313253,0.4002677376171352,-0.0033467202141901353
93,0.3949129852744311,0.392904953145917,-0.002008032128514081
94,0.41967871485943775,0.4062918340026774,-0.013386880856760375
95,0.4170013386880857,0.41767068273092367,0.0006693440428379716
96,0.41298527443105754,0.4210174029451138,0.00803212851405627
97,0.3908969210174029,0.41365461847389556,0.022757697456492643
98,0.40763052208835343,0.4223560910307898,0.014725568942436373
99,0.4062918340026774,0.41231593038821956,0.006024096385542188
100,0.40763052208835343,0.41164658634538154,0.004016064257028107
101,0.41164658634538154,0.42570281124497994,0.014056224899598402
102,0.4109772423025435,0.4183400267737617,0.007362784471218187
103,0.4009370816599732,0.4143239625167336,0.013386880856760375
104,0.4069611780455154,0.4210174029451138,0.014056224899598402
105,0.392235609103079,0.41566265060240964,0.02342704149933067
106,0.40562248995983935,0.40763052208835343,0.002008032128514081
107,0.39759036144578314,0.39424364123159306,-0.00334672021419008
108,0.40896921017402943,0.4183400267737617,0.009370816599732268
109,0.41365461847389556,0.4149933065595716,0.0013386880856760541
110,0.3868808567603748,0.39558232931726905,0.00870147255689424
111,0.42369477911646586,0.42704149933065594,0.00334672021419008
112,0.4203480589022758,0.42771084337349397,0.007362784471218187
113,0.3969210174029451,0.4170013386880857,0.02008032128514059
114,0.4029451137884873,0.41365461847389556,0.010709504685408266
115,0.41231593038821956,0.41633199464524767,0.004016064257028107
116,0.4029451137884873,0.4183400267737617,0.0153949129852744
117,0.40829986613119146,0.4062918340026774,-0.002008032128514081
118,0.4210174029451138,0.428380187416332,0.007362784471218187
119,0.42168674698795183,0.4330655957161981,0.011378848728246294
120,0.41298527443105754,0.4210174029451138,0.00803212851405627
121,0.39424364123159306,0.39959839357429716,0.0053547523427041055
122,0.4190093708165997,0.40763052208835343,-0.011378848728246294
123,0.39424364123159306,0.40562248995983935,0.011378848728246294
124,0.42570281124497994,0.41967871485943775,-0.006024096385542188
125,0.4049531459170013,0.40896921017402943,0.004016064257028107
126,0.4223560910307898,0.4330655957161981,0.010709504685408322
127,0.41298527443105754,0.4109772423025435,-0.0020080321285140257
128,0.4183400267737617,0.4203480589022758,0.002008032128514081
129,0.3989290495314592,0.40829986613119146,0.009370816599732268
130,0.40896921017402943,0.41365461847389556,0.004685408299866134
131,0.41365461847389556,0.42771084337349397,0.014056224899598402
132,0.41633199464524767,0.4344042838018742,0.01807228915662651
133,0.4183400267737617,0.41566265060240964,-0.0026773761713520527
134,0.40829986613119146,0.40896921017402943,0.0006693440428379716
135,0.3949129852744311,0.4042838018741633,0.009370816599732212
136,0.42302543507362783,0.4183400267737617,-0.004685408299866134
137,0.4143239625167336,0.42771084337349397,0.013386880856760375
138,0.3908969210174029,0.4042838018741633,0.013386880856760375
139,0.3962516733601071,0.41967871485943775,0.02342704149933067
140,0.4103078982597055,0.42168674698795183,0.011378848728246349
141,0.40963855421686746,0.4203480589022758,0.010709504685408322
142,0.4009370816599732,0.4149933065595716,0.014056224899598402
143,0.41164658634538154,0.4170013386880857,0.005354752342704161
144,0.3868808567603748,0.39825970548862116,0.011378848728246349
145,0.4203480589022758,0.4103078982597055,-0.010040160642570295
146,0.38353413654618473,0.4049531459170013,0.02141900937081659
147,0.40160642570281124,0.4143239625167336,0.012717536813922348
148,0.41231593038821956,0.4223560910307898,0.01004016064257024
149,0.38755020080321284,0.41767068273092367,0.03012048192771083
150,0.39825970548862116,0.4049531459170013,0.00669344042838016
151,0.4303882195448461,0.4203480589022758,-0.010040160642570295
152,0.3868808567603748,0.4036144578313253,0.01673360107095051
153,0.4109772423025435,0.4203480589022758,0.009370816599732268
154,0.41231593038821956,0.4170013386880857,0.004685408299866134
155,0.4103078982597055,0.4149933065595716,0.004685408299866134
156,0.39825970548862116,0.4002677376171352,0.0020080321285140257
157,0.4250334672021419,0.4243641231593039,-0.0006693440428380271
158,0.40763052208835343,0.42704149933065594,0.019410977242302507
159,0.4042838018741633,0.42369477911646586,0.019410977242302563
160,0.39825970548862116,0.3969210174029451,-0.0013386880856760541
161,0.4002677376171352,0.4203480589022758,0.02008032128514059
162,0.39558232931726905,0.40829986613119146,0.012717536813922403
163,0.3895582329317269,0.4143239625167336,0.02476572958500667
164,0.42302543507362783,0.42369477911646586,0.0006693440428380271
165,0.41231593038821956,0.42704149933065594,0.014725568942436373
166,0.3949129852744311,0.41231593038821956,0.01740294511378848
167,0.4029451137884873,0.41298527443105754,0.01004016064257024
168,0.39022757697456495,0.40562248995983935,0.0153949129852744
169,0.3908969210174029,0.4109772423025435,0.02008032128514059
170,0.39424364123159306,0.4143239625167336,0.020080321285140534
171,0.40963855421686746,0.42168674698795183,0.012048192771084376
172,0.4009370816599732,0.42971887550200805,0.02878179384203483
173,0.40227576974564927,0.40963855421686746,0.007362784471218187
174,0.41365461847389556,0.4203480589022758,0.006693440428380215
175,0.41566265060240964,0.43708165997322623,0.02141900937081659
176,0.4103078982597055,0.4250334672021419,0.014725568942436429
177,0.42168674698795183,0.41767068273092367,-0.004016064257028162
178,0.40829986613119146,0.4049531459170013,-0.0033467202141901353
179,0.3795180722891566,0.4103078982597055,0.030789825970548856
180,0.4109772423025435,0.41231593038821956,0.0013386880856760541
181,0.41767068273092367,0.4243641231593039,0.006693440428380215
182,0.39156626506024095,0.392235609103079,0.0006693440428380271
183,0.41231593038821956,0.40963855421686746,-0.0026773761713521083
184,0.4049531459170013,0.40763052208835343,0.0026773761713521083
185,0.4049531459170013,0.4183400267737617,0.013386880856760375
186,0.3962516733601071,0.4069611780455154,0.010709504685408322
187,0.392235609103079,0.4042838018741633,0.01204819277108432
188,0.39424364123159306,0.4190093708165997,0.02476572958500667
189,0.39558232931726905,0.4062918340026774,0.010709504685408322
190,0.4103078982597055,0.4002677376171352,-0.010040160642570295
191,0.41967871485943775,0.4364123159303882,0.016733601070950455
192,0.392904953145917,0.40763052208835343,0.014725568942436429
193,0.3862115127175368,0.39959839357429716,0.013386880856760375
194,0.40763052208835343,0.4263721552878179,0.01874163319946448
195,0.4263721552878179,0.43105756358768405,0.004685408299866134
196,0.4029451137884873,0.41566265060240964,0.012717536813922348
197,0.4210174029451138,0.43775100401606426,0.016733601070950455
198,0.3868808567603748,0.4029451137884873,0.016064257028112483
199,0.3989290495314592,0.40562248995983935,0.00669344042838016
200,0.41164658634538154,0.4223560910307898,0.010709504685408266
201,0.42369477911646586,0.4029451137884873,-0.02074966532797856
202,0.3962516733601071,0.41566265060240964,0.019410977242302563
203,0.42302543507362783,0.42771084337349397,0.004685408299866134
204,0.41633199464524767,0.4323962516733601,0.016064257028112428
205,0.4183400267737617,0.4397590361445783,0.02141900937081659
206,0.4330655957161981,0.44109772423025434,0.008032128514056214
207,0.4203480589022758,0.43172690763052207,0.011378848728246294
208,0.39424364123159306,0.4029451137884873,0.00870147255689424
209,0.40763052208835343,0.43373493975903615,0.026104417670682722
210,0.4002677376171352,0.4069611780455154,0.006693440428380215
211,0.4183400267737617,0.40963855421686746,-0.00870147255689424
212,0.4029451137884873,0.39959839357429716,-0.0033467202141901353
213,0.39959839357429716,0.4109772423025435,0.011378848728246349
214,0.4049531459170013,0.4002677376171352,-0.004685408299866134
215,0.40227576974564927,0.3989290495314592,-0.00334672021419008
216,0.4049531459170013,0.41298527443105754,0.008032128514056214
217,0.3868808567603748,0.40963855421686746,0.022757697456492643
218,0.4049531459170013,0.42168674698795183,0.01673360107095051
219,0.40896921017402943,0.40829986613119146,-0.0006693440428379716
220,0.4210174029451138,0.42904953145917,0.008032128514056214
221,0.41298527443105754,0.40763052208835343,-0.0053547523427041055
222,0.4069611780455154,0.40896921017402943,0.0020080321285140257
223,0.4149933065595716,0.4203480589022758,0.005354752342704161
224,0.41967871485943775,0.4143239625167336,-0.005354752342704161
225,0.4109772423025435,0.4210174029451138,0.010040160642570295
226,0.39022757697456495,0.39357429718875503,0.00334672021419008
227,0.40829986613119146,0.40160642570281124,-0.006693440428380215
228,0.42904953145917,0.42704149933065594,-0.002008032128514081
229,0.3708165997322624,0.3862115127175368,0.0153949129852744
230,0.4390896921017403,0.4303882195448461,-0.00870147255689424
231,0.41231593038821956,0.4190093708165997,0.00669344042838016
232,0.39825970548862116,0.4149933065595716,0.016733601070950455
233,0.42369477911646586,0.4203480589022758,-0.00334672021419008
234,0.4069611780455154,0.4143239625167336,0.007362784471218187
235,0.4042838018741633,0.41231593038821956,0.00803212851405627
236,0.4223560910307898,0.43373493975903615,0.011378848728246349
237,0.4183400267737617,0.4263721552878179,0.008032128514056214
238,0.40763052208835343,0.41767068273092367,0.01004016064257024
239,0.4029451137884873,0.40562248995983935,0.0026773761713520527
240,0.41633199464524767,0.4069611780455154,-0.009370816599732268
241,0.42168674698795183,0.4350736278447122,0.013386880856760375
242,0.42771084337349397,0.44779116465863456,0.02008032128514059
243,0.3908969210174029,0.39357429718875503,0.0026773761713521083
244,0.41298527443105754,0.4170013386880857,0.004016064257028162
245,0.41365461847389556,0.4250334672021419,0.011378848728246349
246,0.4223560910307898,0.428380187416332,0.006024096385542188
247,0.4029451137884873,0.4103078982597055,0.007362784471218187
248,0.3989290495314592,0.40896921017402943,0.01004016064257024
249,0.42704149933065594,0.4364123159303882,0.009370816599732268
250,0.3868808567603748,0.392235609103079,0.005354752342704161
251,0.37617135207496655,0.3949129852744311,0.018741633199464536
252,0.42168674698795183,0.43373493975903615,0.01204819277108432
253,0.4263721552878179,0.42771084337349397,0.0013386880856760541
254,0.3888888888888889,0.38420348058902276,-0.004685408299866134
255,0.4170013386880857,0.41298527443105754,-0.004016064257028162
256,0.392904953145917,0.4062918340026774,0.013386880856760375
257,0.4183400267737617,0.42369477911646586,0.005354752342704161
258,0.40896921017402943,0.40829986613119146,-0.0006693440428379716
259,0.392904953145917,0.41164658634538154,0.018741633199464536
260,0.42302543507362783,0.44109772423025434,0.01807228915662651
261,0.39759036144578314,0.4049531459170013,0.007362784471218187
262,0.41231593038821956,0.41298527443105754,0.0006693440428379716
263,0.3989290495314592,0.40227576974564927,0.00334672021419008
264,0.42570281124497994,0.4357429718875502,0.01004016064257024
265,0.3821954484605087,0.3868808567603748,0.004685408299866134
266,0.40963855421686746,0.42570281124497994,0.016064257028112483
267,0.4103078982597055,0.3989290495314592,-0.011378848728246294
268,0.40829986613119146,0.4183400267737617,0.01004016064257024
269,0.4042838018741633,0.4203480589022758,0.016064257028112483
270,0.4029451137884873,0.42771084337349397,0.02476572958500667
271,0.39022757697456495,0.4036144578313253,0.013386880856760375
272,0.3949129852744311,0.40829986613119146,0.013386880856760375
273,0.4009370816599732,0.41365461847389556,0.012717536813922348
274,0.3895582329317269,0.39424364123159306,0.004685408299866134
275,0.4103078982597055,0.4210174029451138,0.010709504685408322
276,0.39357429718875503,0.41633199464524767,0.022757697456492643
277,0.4183400267737617,0.4183400267737617,0.0
278,0.3815261044176707,0.39357429718875503,0.01204819277108432
279,0.42168674698795183,0.4384203480589023,0.016733601070950455
280,0.4069611780455154,0.4190093708165997,0.01204819277108432
281,0.4149933065595716,0.43105756358768405,0.016064257028112428
282,0.39959839357429716,0.40160642570281124,0.002008032128514081
283,0.4243641231593039,0.4364123159303882,0.01204819277108432
284,0.4350736278447122,0.45314591700133866,0.018072289156626453
285,0.4210174029451138,0.41967871485943775,-0.0013386880856760541
286,0.37014725568942436,0.3888888888888889,0.018741633199464536
287,0.3768406961178046,0.38420348058902276,0.007362784471218187
288,0.39022757697456495,0.3949129852744311,0.004685408299866134
289,0.42570281124497994,0.42302543507362783,-0.0026773761713521083
290,0.41164658634538154,0.41967871485943775,0.008032128514056214
291,0.4190093708165997,0.4223560910307898,0.00334672021419008
292,0.41767068273092367,0.42302543507362783,0.005354752342704161
293,0.4062918340026774,0.4223560910307898,0.016064257028112428
294,0.40227576974564927,0.392235609103079,-0.010040160642570295
295,0.4183400267737617,0.43708165997322623,0.018741633199464536
296,0.39357429718875503,0.41298527443105754,0.019410977242302507
297,0.3828647925033467,0.4009370816599732,0.01807228915662651
298,0.39759036144578314,0.41231593038821956,0.014725568942436429
299,0.3862115127175368,0.39959839357429716,0.013386880856760375
300,0.3888888888888889,0.4069611780455154,0.01807228915662651
301,0.41164658634538154,0.42771084337349397,0.016064257028112428
302,0.4036144578313253,0.40896921017402943,0.0053547523427041055
303,0.41967871485943775,0.40963855421686746,-0.010040160642570295
304,0.4143239625167336,0.42771084337349397,0.013386880856760375
305,0.40763052208835343,0.4210174029451138,0.013386880856760375
306,0.3908969210174029,0.3989290495314592,0.00803212851405627
307,0.42771084337349397,0.4384203480589023,0.010709504685408322
308,0.39357429718875503,0.40829986613119146,0.014725568942436429
309,0.41767068273092367,0.43105756358768405,0.013386880856760375
310,0.4109772423025435,0.41298527443105754,0.0020080321285140257
311,0.39022757697456495,0.4103078982597055,0.020080321285140534
312,0.3828647925033467,0.4042838018741633,0.02141900937081659
313,0.38353413654618473,0.3989290495314592,0.015394912985274456
314,0.392904953145917,0.4002677376171352,0.007362784471218187
315,0.40562248995983935,0.41365461847389556,0.008032128514056214
316,0.392235609103079,0.4103078982597055,0.01807228915662651
317,0.42771084337349397,0.4390896921017403,0.011378848728246349
318,0.4002677376171352,0.40896921017402943,0.00870147255689424
319,0.4042838018741633,0.4009370816599732,-0.00334672021419008
320,0.4042838018741633,0.41298527443105754,0.00870147255689424
321,0.4203480589022758,0.4190093708165997,-0.0013386880856760541
322,0.42369477911646586,0.4390896921017403,0.015394912985274456
323,0.4170013386880857,0.428380187416332,0.011378848728246294
324,0.3708165997322624,0.38821954484605087,0.01740294511378848
325,0.4009370816599732,0.4069611780455154,0.006024096385542188
326,0.41365461847389556,0.4243641231593039,0.010709504685408322
327,0.4263721552878179,0.42570281124497994,-0.0006693440428379716
328,0.40829986613119146,0.4170013386880857,0.00870147255689424
329,0.39759036144578314,0.40896921017402943,0.011378848728246294
330,0.40763052208835343,0.40963855421686746,0.0020080321285140257
331,0.4149933065595716,0.40562248995983935,-0.009370816599732268
332,0.41231593038821956,0.4190093708165997,0.00669344042838016
333,0.39959839357429716,0.4103078982597055,0.010709504685408322
334,0.39357429718875503,0.41967871485943775,0.026104417670682722
335,0.4143239625167336,0.4149933065595716,0.0006693440428380271
336,0.38821954484605087,0.40829986613119146,0.02008032128514059
337,0.42771084337349397,0.42904953145917,0.0013386880856760541
338,0.392235609103079,0.3855421686746988,-0.00669344042838016
339,0.39022757697456495,0.39357429718875503,0.00334672021419008
340,0.3908969210174029,0.40829986613119146,0.017402945113788537
341,0.3828647925033467,0.3969210174029451,0.014056224899598402
342,0.3949129852744311,0.39959839357429716,0.004685408299866078
343,0.40160642570281124,0.41298527443105754,0.011378848728246294
344,0.4263721552878179,0.42704149933065594,0.0006693440428380271
345,0.4009370816599732,0.42704149933065594,0.026104417670682722
346,0.4002677376171352,0.4203480589022758,0.02008032128514059
347,0.4062918340026774,0.4009370816599732,-0.005354752342704161
348,0.3989290495314592,0.41365461847389556,0.014725568942436373
349,0.4390896921017403,0.43172690763052207,-0.007362784471218242
350,0.4062918340026774,0.41967871485943775,0.013386880856760375
351,0.4042838018741633,0.4036144578313253,-0.0006693440428379716
352,0.42302543507362783,0.4384203480589023,0.015394912985274456
353,0.3908969210174029,0.392235609103079,0.0013386880856760541
354,0.4149933065595716,0.42704149933065594,0.01204819277108432
355,0.4042838018741633,0.4109772423025435,0.006693440428380215
356,0.3962516733601071,0.4029451137884873,0.006693440428380215
357,0.4103078982597055,0.4250334672021419,0.014725568942436429
358,0.40829986613119146,0.42168674698795183,0.013386880856760375
359,0.41566265060240964,0.4364123159303882,0.02074966532797856
360,0.38821954484605087,0.40562248995983935,0.01740294511378848
361,0.42369477911646586,0.4203480589022758,-0.00334672021419008
362,0.40896921017402943,0.41767068273092367,0.00870147255689424
363,0.4143239625167336,0.40896921017402943,-0.005354752342704161
364,0.4103078982597055,0.41967871485943775,0.009370816599732268
365,0.4029451137884873,0.4170013386880857,0.014056224899598402
366,0.4036144578313253,0.41767068273092367,0.014056224899598346
367,0.3969210174029451,0.4069611780455154,0.010040160642570295
368,0.39357429718875503,0.38821954484605087,-0.005354752342704161
369,0.40963855421686746,0.41967871485943775,0.010040160642570295
370,0.40763052208835343,0.4029451137884873,-0.004685408299866134
371,0.38420348058902276,0.38353413654618473,-0.0006693440428380271
372,0.3828647925033467,0.39156626506024095,0.00870147255689424
373,0.42369477911646586,0.4170013386880857,-0.00669344042838016
374,0.39424364123159306,0.4062918340026774,0.01204819277108432
375,0.42904953145917,0.43775100401606426,0.00870147255689424
376,0.4062918340026774,0.4203480589022758,0.014056224899598402
377,0.3969210174029451,0.41767068273092367,0.02074966532797856
378,0.39759036144578314,0.42369477911646586,0.026104417670682722
379,0.40227576974564927,0.4250334672021419,0.022757697456492643
380,0.39959839357429716,0.4170013386880857,0.017402945113788537
381,0.39424364123159306,0.4103078982597055,0.016064257028112428
382,0.40763052208835343,0.4009370816599732,-0.006693440428380215
383,0.41365461847389556,0.42369477911646586,0.010040160642570295
384,0.4036144578313253,0.4190093708165997,0.0153949129852744
385,0.4009370816599732,0.40562248995983935,0.004685408299866134
386,0.4049531459170013,0.4183400267737617,0.013386880856760375
387,0.4029451137884873,0.4143239625167336,0.011378848728246294
388,0.40829986613119146,0.44176706827309237,0.03346720214190091
389,0.41767068273092367,0.42704149933065594,0.009370816599732268
390,0.4062918340026774,0.4069611780455154,0.0006693440428380271
391,0.3962516733601071,0.4049531459170013,0.00870147255689424
392,0.42771084337349397,0.428380187416332,0.0006693440428380271
393,0.41967871485943775,0.4143239625167336,-0.005354752342704161
394,0.39959839357429716,0.42168674698795183,0.02208835341365467
395,0.40763052208835343,0.4029451137884873,-0.004685408299866134
396,0.41566265060240964,0.41164658634538154,-0.004016064257028107
397,0.3888888888888889,0.4042838018741633,0.0153949129852744
398,0.4183400267737617,0.42369477911646586,0.005354752342704161
399,0.3908969210174029,0.3908969210174029,0.0
400,0.38821954484605087,0.40829986613119146,0.02008032128514059
401,0.42771084337349397,0.4357429718875502,0.008032128514056214
402,0.4357429718875502,0.44712182061579653,0.011378848728246349
403,0.4303882195448461,0.4210174029451138,-0.009370816599732268
404,0.4103078982597055,0.4323962516733601,0.022088353413654616
405,0.39156626506024095,0.39759036144578314,0.006024096385542188
406,0.41164658634538154,0.42971887550200805,0.01807228915662651
407,0.4323962516733601,0.42971887550200805,-0.0026773761713520527
408,0.42904953145917,0.4303882195448461,0.0013386880856760541
409,0.3728246318607764,0.3888888888888889,0.016064257028112483
410,0.3962516733601071,0.40227576974564927,0.006024096385542188
411,0.40160642570281124,0.4042838018741633,0.0026773761713520527
412,0.3808567603748327,0.40896921017402943,0.028112449799196748
413,0.3908969210174029,0.40160642570281124,0.010709504685408322
414,0.4250334672021419,0.41365461847389556,-0.011378848728246349
415,0.40829986613119146,0.4036144578313253,-0.004685408299866134
416,0.39156626506024095,0.4069611780455154,0.015394912985274456
417,0.4002677376171352,0.41633199464524767,0.016064257028112483
418,0.4002677376171352,0.41967871485943775,0.019410977242302563
419,0.39424364123159306,0.4143239625167336,0.020080321285140534
420,0.4009370816599732,0.4036144578313253,0.0026773761713521083
421,0.4002677376171352,0.39759036144578314,-0.0026773761713520527
422,0.41967871485943775,0.42369477911646586,0.004016064257028107
423,0.4029451137884873,0.4042838018741633,0.0013386880856759986
424,0.4190093708165997,0.41365461847389556,-0.005354752342704161
425,0.4263721552878179,0.4263721552878179,0.0
426,0.39759036144578314,0.41231593038821956,0.014725568942436429
427,0.40160642570281124,0.4049531459170013,0.00334672021419008
428,0.38755020080321284,0.38755020080321284,0.0
429,0.41967871485943775,0.43105756358768405,0.011378848728246294
430,0.4190093708165997,0.4344042838018742,0.015394912985274456
431,0.4069611780455154,0.4350736278447122,0.028112449799196804
432,0.41967871485943775,0.4190093708165997,-0.0006693440428380271
433,0.4069611780455154,0.4190093708165997,0.01204819277108432
434,0.39156626506024095,0.40562248995983935,0.014056224899598402
435,0.4042838018741633,0.42570281124497994,0.021419009370816644
436,0.4263721552878179,0.42771084337349397,0.0013386880856760541
437,0.40160642570281124,0.4243641231593039,0.022757697456492643
438,0.4042838018741633,0.42302543507362783,0.018741633199464536
439,0.39558232931726905,0.4103078982597055,0.014725568942436429
440,0.4009370816599732,0.4143239625167336,0.013386880856760375
441,0.40763052208835343,0.41967871485943775,0.01204819277108432
442,0.3989290495314592,0.4062918340026774,0.007362784471218187
443,0.4062918340026774,0.41767068273092367,0.011378848728246294
444,0.39959839357429716,0.3989290495314592,-0.0006693440428379716
445,0.42168674698795183,0.428380187416332,0.00669344042838016
446,0.42771084337349397,0.428380187416332,0.0006693440428380271
447,0.41298527443105754,0.41231593038821956,-0.0006693440428379716
448,0.3808567603748327,0.40160642570281124,0.02074966532797856
449,0.39558232931726905,0.4036144578313253,0.00803212851405627
450,0.4036144578313253,0.40963855421686746,0.0060240963855421326
451,0.392235609103079,0.40227576974564927,0.010040160642570295
452,0.4303882195448461,0.4203480589022758,-0.010040160642570295
453,0.4243641231593039,0.4263721552878179,0.0020080321285140257
454,0.4002677376171352,0.4069611780455154,0.006693440428380215
455,0.3962516733601071,0.40763052208835343,0.011378848728246349
456,0.39558232931726905,0.4103078982597055,0.014725568942436429
457,0.41365461847389556,0.41633199464524767,0.0026773761713521083
458,0.40160642570281124,0.41767068273092367,0.016064257028112428
459,0.39558232931726905,0.4103078982597055,0.014725568942436429
460,0.4190093708165997,0.41164658634538154,-0.007362784471218187
461,0.4149933065595716,0.4390896921017403,0.024096385542168697
462,0.40227576974564927,0.40896921017402943,0.00669344042838016
463,0.4190093708165997,0.4263721552878179,0.007362784471218187
464,0.39558232931726905,0.42168674698795183,0.026104417670682778
465,0.39959839357429716,0.40160642570281124,0.002008032128514081
466,0.40829986613119146,0.4243641231593039,0.016064257028112428
467,0.4357429718875502,0.4263721552878179,-0.009370816599732268
468,0.3962516733601071,0.4069611780455154,0.010709504685408322
469,0.40963855421686746,0.40829986613119146,-0.0013386880856759986
470,0.40562248995983935,0.4036144578313253,-0.0020080321285140257
471,0.4029451137884873,0.4143239625167336,0.011378848728246294
472,0.40896921017402943,0.43105756358768405,0.022088353413654616
473,0.42168674698795183,0.4357429718875502,0.014056224899598346
474,0.40829986613119146,0.4190093708165997,0.010709504685408266
475,0.4049531459170013,0.4103078982597055,0.005354752342704161
